1G6cRJs7opXzNPGDQ4dR13BF8BBWwzzM3F,14.08914795;
13uzwhueUmCr939hRjhe62BbcbCaXSXYLx,997.99985964;
15j52asrQhTzuCVvmdpSraDt3X2j7aY1dh,583.53455478;
17HuusLTjZsKkPstaVZCrNzJ1f7XLDAgEt,768.14461371;
1FQD1Rf2sAJLT5SnMrhNLNkrGkBwBnbUZn,10.10479916;
1oRwsoeCZakL6frozGxWhEADtBrtej6Yg,16.58989003;
17UJZxFJnJ8fZExjSTjRYYpPL2WyHR6yae,530.4065683;
1YqrbDjN6yVCyuhca5g3BBwsWNJLiBSoj,82.10191554;
16Du5S2RXugj7vxbisawp53GCSa8o8Lxnt,0;
1KqxykUj84W9tsud8QLMiM8s7wWLf2CEkD,1331.15229539;
14T2Axx3xCtySwsGNmMbMHyK7tX62JTGBB,26764.33894024;
1LUDPXEfiLeE3iehV8syai7Y8gCapEdZvx,5388.46045047;
1Lmk5ruBDuz51wMRsn6W2qUBjMaiNzgBh7,2508.2674985;
1CsojA77fmpx29uspYqNzH8EFKjTxCGK1r,6.7417977;
13g14my5s6TegjF36vxDgFSnvooMeRJnXJ,0.03092974;
1KChMR5eKQhmafUKRaYrcQtwRD9YxmENV2,373.4045923;
15xQZ4gzZejB6pC3z9Pkg76JjH2ucEwvDo,0;
1M8bd7mXt8zihujXehZrLcP8WKjE9U236k,72.91212933;
122h4F5YA3iyn9scDuYp4yb5BiKnheQkp3,0;
16TMxndQ8ya42Jg9eFmZcAv9WFp9C3F8WN,131.76781367;
1Cwmi42Hgw4nq2qGSgGD1RXVJXzjidHDoy,0;
1MWH97aZTS5nknGQD4GafXvFcJojNrkYPQ,18.30550708;
1F7KY87TxDKv1bRCn6dd3Ps7oBwoAzjgZs,540.3360176;
1Aae1iCBfbLh9byW9PBBbDaaccTxsBcw82,2.01673509;
1NZyZCQpZsCwX8x6TBbVG4DruMkwT5HzY4,0.001348;
1JSLSvsshA9G4TdP7mrEdtaa8TFr5bCsEd,0;
1JHWor8UaBgDw2f7qt3HH7ioA9aLzXhQTR,2.35035868;
15618acLVYcgnfaUibGfFiob7zqQEH4PFQ,678.779197;
1NJjdtjMqugeouN69ZDifiU4ag86QJJA3q,0;
1MhAu9rWTH9ZmZXbqgz7Ahm3fuygUaG9RS,0;
1P18ZpGmFsEHzXbbeJzJ74EYj1QntRwxuK,4105.88391779;
1dQscjLnMagihvp8ghGzWV9gnvHzsnfUH,437.65988407;
1294CJmKpXQVAxiHUtfL62W4TuCaJQj4JV,165.94262758;
16JAsyc8Xzug67qaJi8sZtrmmnhkFuk1JN,61.57792468;
1Lsb3YwHsEXobLtV1GdsDFJJN7GM6XoXLB,561.10409578;
1Jo2nUde48WPErhDZXC1tSw8nXBrWMko6c,17.44144524;
1HqH4A6d2DT3FP3A7QngorG2T8BZLyfQ7V,2101.35292831;
1M4XcHGzZomny5a1ULSU5FZ7kFSnGq6je4,177.33560514;
19WimS8ZocQxksDhAdKC5EfXJFSgT5xtxK,35.06682405;
144nAyMycMejz26FSNJbZv9VypVcRRJhjN,163.69793856;
19BE75sPSWVEfnZoXutXAmMSwDBV6F43JT,1.03246946;
1JBk5fcHQg4KJDH9XfYEngMpCME4TL5FQm,119.2890218;
1PcHEHa5DTTbMvb4U9CwypSEq6NWNMDsaX,0;
13gWGL6p8W2nUcw5ZKQz4oXHJAD7diDrty,71.41981307;
19rHmz9LNfzMf4jBD9VfccxugtUewJcNMZ,93.65975561;
1DGpqMXQura55UFQMsjrFEyJGj3kbhbBbx,0;
1Ey9BdPJit6ZuXytZZiuVPZqbwE57fDYuE,231.30333839;
19e37Mvyzwo2VbugnMjzgX3ESJLztVykvy,29.49299462;
1MKjHWRoCav66tMF2qXqoY74Akiu6ZGBde,23.09668336;
1GyWREqNirh8RNtu43ZoThTXWAATGWM1Jv,136.60343138;
1GNPNkeG4Tg8M3ErSe3Wps86RtbaEQgYnJ,80.665237;
1dat9ydRKSjF9ufiTMG5YAHkFQkkLQ3XE,0;
19D9YPCACKVvMABSjPmQaUAkhKeVcTeYpC,922.5307213;
1w522C41AanPDxFrz8mnJSaaSdciv1ETu,91.02997182;
1FoWpeKgjKSzTftuuiMhMv8hsia6VabC8m,156.91777047;
1Nus6naPsAFmkGjRaSw2E8xd84mzEjrVZN,539.58805713;
154tP7fACGdaAxepeBXKEpDgmAVEkpnS7J,2781.36200887;
1PmNqTS3qWvrHXUj7sF5jydsQNzMMrLw1s,63.81406472;
1BCv6mACP3ff1qe7b2UAxdTVJ7Ph7rgKMy,63.72566012;
1MYX8hFXD9grTDmLXaBRLKehKf8K77mcWv,17.92055738;
18RvKuCvevCj4fUuXWxiFMVZKkoG8VaQFF,66.27225776;
17SS52wo5g8vBF3V3stMNMMcPLTJ97Qsjg,166.61831537;
1RJ8MZwssYcgy6sTpn9WtsKZsiURKwtLf,309.14611966;
127Jz4qoCTCJCmgNKtyp2MXw8ncxgeyRQs,37.45859466;
1KAEUTdJK2QePDJD4AN8isor4BwanLSam6,0.69074215;
1Besp5qxnWRGLQARGUWxfFhUuZWa3yR2zZ,70.52886509;
1FvuaTx3NY1r9FN6RoujMjL2ooLRNTNUyu,8.6846569;
1SkBkCCkG4EC17u7HSQ1cq53vLSmwVa5C,0;
1JJd5MBD9rwuvpD2itKgkkB6BBXkbRWZzn,11.22920554;
19xo4yh1WEdHaZpBqKVdiMEgKRyPGmgPzR,0;
1B6rZnWUfixKTpJ6YfkUF2XWFBznHHSb4V,19.25322254;
1BvB6fxp3sSVBGEoJdJmkdgmzQHBQAnry7,0;
1EeKdHMbyNM1d384SMDoBkmKg7khivn6xW,1758.33766896;
1BB8wEowRLDX53EAXzjVj1FpqUdjx2sU3b,0;
1Dkw4TGc8NUCjiEeueggsNfWosHYij6nAS,0;
1KqLuDRqKQwpMWeCL91KboarYYV4n2Gn7W,0;
1PutZQiVNYo6o8rMFhpFybmDKdFNA9sUF5,0;
1M6ZVi4wRc1ZgXBmLMtxcXyXP21QiAhH7k,0.86638109;
1LaaaEc8ZvWkcGVCJve8rsc9j2W45r1sG4,21.39911976;
15HE8DNTKsW9RDKTL5yCYp4TrvP1MktZh6,0;
131mvLkUZVgfW3uej3DCZNMTwR7rvmYnot,0;
17YFqivQGjmZTVRwB9jiv8NgC5EYdwCSbK,0.07413175;
1NPaKZa6oX3tJFpEUtBbCi21t5jv5c9KWY,1.99293459;
1CTpUdk2FkbNjJpg6gqtrzirhJ1BFvNCCL,30.69937539;
15AJBFXBtFnqFRGVyard7Rro6uWNhFM6xo,71.28679922;
1HTQomJ9EVDvi2Z3xnWfA2QMwNTY4Ro3WZ,4754.63028326;
1Px4dZBWoWz7JMDywx31f5HDrxna73oBNT,167.62551057;
15Zgwu6aWZQaqt3PEFGmcEgH1k18TA192H,310.14763383;
1NVf8LzneyxQvNxbaCdX43A72vmQyDVLYp,21.48491165;
1MjLqzs2YH7VC11XnVRv2vtsFjKudN9Cex,33.57076038;
1JAJoG5Dek4XfYV5p7heHU3YghniejvtiQ,226.14953319;
1CYRGYGXfEd5EN8q5JY7qkjgbMcW3kNwvB,0;
1Hc6iTwHTF8c2n3oZxCc2sX9ysUv7udbvL,249.36553647;
1MuAsrchpaQHpiFcJALoa77qk1g167HQFT,330.87022384;
1KmXxcXLUKkEXyMzXTzkK6nBvWr7UQDZgx,30.24447576;
1KXaoFQES2TohemLB2qxSZsubSAt24Ekz5,432.59712682;
188gX1BSCuCh6pXbAk5eecGyKwpdMGo6NT,555.15830645;
1B5HTZ7UUUmjdnW9k5ugVFEHMnWzgb7NgG,610.96327943;
1C46MA1MuWeUZv8LeFSUrLeeeu6zegKd59,1284.23270352;
1B4msNkX9dmVhvcZMi5xkiYRnSqtgWhDNR,78.09274692;
1EKshYwSZEKjm6YFQRSuxnCdT8MbaCmEkd,29.95558025;
1NjEZEZ5KfSVnRHD5Y139vce6i2GWgTVby,200.41800473;
1E7Qat8R5q7VFFrDMNoS9Vthky9xpZpW8q,0.25951447;
1CcDDxVyYr5xez1Q4jhwqg8ZfnokP1DA3Z,4.34741855;
113Y2XwRF7E5P4q4c3nsYMiH9HfQbKc1AT,1.73817109;
174ZyRy3p8EGnAjVJzfXfCArnBq8pae6P,0.06616142;
1PL9oRTDtoQH8EfMwvUiRRqbFbPEgJxoXP,0.0408563;
1QK6HmftzHYFxvGfic4LhmJiRY75wAodzU,0;
19wQKTBcGu5E5WaFMVrNUtkSMVwyhE51cF,357.45870661;
1GGx8DFi532TfA1sEqiALyFmiuSoKWS9kY,1884.6769948;
17RsjuXwGqtedGoc96cb745kEhnCLyogc6,2.35111795;
1N8bCRjn8cRD9Ep6g7uih2H9RJESVb5T1P,130.95129936;
1FzZVPE9FU1TmZGXbuzv9RkADeoEhH5x9n,30.89299258;
15zLEZm1P85YzdGHnbuuJLHcszSrqKHRtt,529.02189013;
16bJXfbqQpPXsKv6hA2sX789yAuw9jdCeF,37.95336595;
16h3M5WfwYgu3pxQyJ3P8taabbHV9CcpBU,15.14315942;
1LnusPirvGyvNSYLN1N5pniWqmgvRLxWPi,0;
15jSY17TXbdGfgTiDgtnXLZ8S6EEvqCaHv,255.53174158;
12js6arjNbMn7ygtsSMx64qU9r5HZ7vpdW,732.3792046;
1EuMXDazMJz6STdgbU5xpsCqaCsGkwyAfZ,20.7718312;
161Yo43VdQkzU4Fr9YiFWGjnkaVY8ZG68P,278.89646247;
15bTepgvSjHVrCHZkHoPRgNhs5MhDjAbgP,58.92764564;
18qEXFu2xtoWHDQQraDK8qM1Lxqx3KXshS,0;
1Pbz1HLyNPPdypKS925bRzgox4wm9GK9hA,251.20962697;
12p8PGt3WHHgtQSbyYRa35WCUw9XcsLw1M,3573.81468749;
1DZr7XcsZhuXFtWfU9x5ZFHPN2yNi5YvAa,8832.47739812;
1PYDkNrDu6e18YTSTp2Y5Gv3id66iU3TU8,0;
1LxaK7oppEHUja9Tuy6emeLr2roxV9zYGy,0.045349;
13bYPKfZpVtzPJgU8czVZacDN6vHHoBgMU,1596.87206164;
1LMKAi51XWAUZfQnghPQAj9nrsTK8aNuz3,85178.2827998;
1BKGZWUahFFxcMv9hRDiYukvYGkxsBrorh,42.00859229;
1G3gpgEEbZU6LTraT8x2dTqrHcz4mT3Xv3,363.337118;
1BBW51t5Vg6zoHUAsgTdRb9T3TiyTa5Hup,99.75918765;
1MYutLAxvTxmz5CjeDqCwV1C1EH8ymMQMG,268.0367265;
19Knk53jd1ELuWY5mteWiQXD5iwfci778E,0.02298924;
1HWDA9U1AjnrrK4Yuy1FBMDtqKyAcJnpHs,45.19992009;
1BfAyy3V2BaQahtJTnzc6rVNxVH4qbt65x,501.43653776;
18MxSDGJ6otJhJuspUuAR6uXbS14YyseDw,0;
1KoUAbmEZeTxi5v93Yxjww6hLLjeV1f5KC,0.52812374;
1NehAeZ7UyGJ5aacF5kGSLNwLtZNjnci4L,1.26031532;
1JgDmkJNLvZYT7GE7fPD3h11HdUy23wgBX,52.34991066;
1BF2Lr7KTwFYPcxq1WYx3BJRXRDnxYkKcd,34.7113812;
1LzTsUrsYktbfAAE5zdQV9LoGEXRdsUoWx,270.03711055;
1PKRMosFgFZWWCMSiUD9oDPkJpwfZEjN7S,463.08968242;
18dJv7nXQQSQ9fenjm2f6bDntTeqZ8sVRA,184.87030972;
1Ms6dbkL6YMRwBaEPxhrx7gLLxYFpVt68m,212.20065793;
1MdgLKWdFvPXiGCzoDYvHqHxWxv3bXvX25,190.70607825;
1MUDeJP2aQ79iZZ7ba84y9y1QPTvwk9sxx,521.93494053;
1MTYjzmYH3q4TP18CeonRebB8qDSZ8xhvJ,1164.5577084;
1ErhNoE5H5eYUQn9Voy8pPwpdu4csKysAT,42.57078772;
167qsWHHaRKLmbpyDJ2Ve2eaRPWE9L6avU,1450.79035466;
12PvgLhga4Aaod5vQetcd14apK1dgrGYhK,33.62720915;
1Pt5vn9gyfuS2RMv2ZavNRTd1mWXLFWFSr,540.07867069;
1Kg7dhw3Kzy3JcfBmMeKC4Q9YBaqWoCN9o,5.29268775;
12kP4GJK3JmTqpQz4NQ3ZauLaEd9ug1o93,193.37737414;
1BQCwCSMrrLAqBNo8wAPtb7gAnYEyvEV7x,249.99;
1E53VTth9fLtcU8dTzPnWFZR2W1bBjxtKR,0;
1A9AYUqb3STZn2SvY7niveS2kpsPrxXhLT,0;
1Fw5UKnVBLX9CDCRkhz6YMaEsa87CfD23b,462.70907093;
1BnuezhFqs1mqsbzpsz7KjNNDUZEttSGWQ,1465.95332415;
1CKhyN1JU3UfcePUWhraQ1Y682JBGXBzmv,156.14796087;
1AYZvb7gBc417wuGtM5ywNrtQLjHyVLzeZ,0;
13vAvEeHTGFeNUsKYFyYh82pSQBH2RGjze,0;
1JiHiUgvNJ3aLDgPrNuoo8eXwypWA6uo9T,408.39470086;
13B5BApmZeQMvJLrznHYHawVG87GufbhLX,0;
1LWLhxJehrxdjExKAuVCpuSTqRbtGQrVzW,456.50690226;
143L9y4WFZV9YPotWNPJAuP3ktwWYRe8Eq,66.39132759;
1B84qoBBGJoKvtajMEx1jxm1GjnCpQ6DgM,654.08850643;
183Fa4sPw7QHfg1Ja8RANSjracNYWSsMga,730.41789153;
1JeUxfcn6hPV13YLiaFifZ6ehe2tUeHhSk,98.42031126;
19YfbmzdJaEPkeo7CsJc9dvGJMhbDpTW6T,260.62292753;
1JJVeGC2pxL4fD5GpLHrb1PJTXQu3ZiB7w,201.79212384;
1P79qNbj6R9K7RfyNbgWsSYTiptUGgCMhK,1647.98083534;
17H6o36A6gvEfjA26d8CoaKPCCSvzNwVnc,158.71141349;
1BcaSAxDHueAYXuSqbWti2JxJvPY8aTafF,216.43624895;
1GwPtHZbA17PjtVALbiiy3eCjPtLCoD2Cf,18.40940022;
12eQGB9sNtkV35aERtKtM81NepstBwPoCa,293.55374053;
1JbPQJBrwqSRkaYaU96cnf3U6TivgjxZy9,24.55316523;
1FmrRiBs9WuGeEDUEZ7TVoqEkK5ZNUKgex,65.539311;
1FCzDwHKn7LxyhZE4EoBkr9g9PVbCQehdU,973.54331319;
1JwtKogWKWX5P2Vu9L6yXGPgTHhrYrJ2YH,209.41986238;
1BgfC3mw8T5E91LhK8fckDp3fJhVcjLeM2,372.03030687;
16kNYHJ4F4v9aLgGqFyE5F4qzaz7EjbJwn,39.79275362;
18t2MHiMY2Smcn12ZUWxibnNxpAbrFxwzs,0;
1Fh8KY9uRNjPqoSrTjPYZM9ZSMuSZq7BdQ,0;
1N7qBpR3pwPXHNCygGHSKZBNQM9HT8dBPs,180.62544752;
1L3Y5yuhFNzAEzN77Vg7PWYfW51GT136fm,64.10524327;
1Ae2SacGSeKH8LcKKRMgaGmKcjcU99SKvj,0;
16w8GCxeA72zCDvadJ1dUhHA9bf3yyjqP3,69.97724424;
19hWuWZy1TF42duyEyHCEsgn9EmwhVBsVP,153.96278673;
1JBukhNivgftd5su6DzxEcA9aCYFCEnvp2,52.9874097;
1Ej96XhXAeNmokPgq5Xe7tnG9cKB56g8gh,21.67466733;
1EYAVPLgXzt9kWd4vgtuART36UR9HAAJmk,0;
15781dR14XKokQ1cukhKKZeEQmVNixZPjq,177.88856023;
12G2ZEEDjUL2p36s9Uinb242GYr6BGr2rx,5.697286;
1AjJtzicX6RpzQVYqpUjVpZ1osGyFeQnaW,1417.01413498;
1Nf6c6mUMLCV63Ry3DsizQLHfCpyzto7vR,54.2309268;
1CvRkhVvmZx6yBq9xfqS1HGW5AwCqnueZf,0;
12qQP8dm2nQxb9PXfwh9J5BWkmVDygpp5Y,438.50115988;
1EfxHRjLrzMnNj68UtJYv9WuKMq9633wjt,70.34455324;
19jCEbKSeghaz6BrkrtcTWnS8V2oRQnty5,0;
1K9LfBmJqAT2tG57qeEJP1c6c22KriCizy,0;
16GMtU3jYeX2yBFWmVHmLTaeGhXCoQHmZ9,37.18669021;
1DLeatKFxssMjmhFzinMLDZ6JRKGLDp8zs,3.89402342;
1DSbZto6NK2dYvjGzBjaLPaMHbA83KqoaJ,5.52001558;
1Nq8qtXepjjn3szfjTgYG6G9P7QmgDLfHM,47.80589326;
1Dp2LNL8aGQ3r2Sc3FvSjtQA3gJpsfy35m,0;
1Q8Tc3jTdSpBV4juiwMDZJqun12vPNTZbM,0;
13dJhYx4e36NBHhAKy7EFFZBuzwiew2Y8m,13.96498794;
1MPCwRqKxQ3ceQmrt67a2nL8FLAAoDS1UD,768.50250365;
1B8VfsRqDj9LQs366zwgeizGpSx6WmSAuL,544.48451839;
1RmPZavrLAQVDp5VvFqkSnT6bb5n4rEQv,8.67131574;
1DefverUhjVe6CmNN4vHzLrtRGrDuo7uiY,0;
1MYLDKgng6J8M7EMopwaLyJHzodj7pZ735,1095.38775973;
18NpN8Uo3PbVhJBFRKa4wjdnGrPW5PvqJ,756.19759232;
13dGFM3jCF7dS1PzYSm1aEZTRj9agK3psr,507.16639133;
1Dv2P5RWWiXuXxR2McRSAzCzvYRAhMozXw,0;
14T362gAHXaAGvhPGZAasxUS6w9qi7w7dA,72.17158741;
1Buuu5dYisv9jsz2YWTC93zWSsfsGi4HTz,14273.00411021;
1Fqbzm7JDR78zgnqtxnks9d1w8KUJnxoHj,489.66687936;
1CNc8kpDoLJG7iz4eABxo3Y4qTRLYUugEJ,44.956069;
1Jxt4aP7Wfaw43XQj8uSAXkGcrR16bNfDY,0;
1CVRvKDFuMh9ooHwcB2o3nJa1GNb5KdQLh,0;
