1BSypxcnR1RxhS593w1DUeH4Qd7P4dF3Qo,0;
1Gx7i5W5d1VThJRsD98J14Q1pJDJ3gGyFc,2879.32458947;
13aKACQKL4XmXHNthUpdLNV6HzofY6iRZA,0;
1HQxp3TfXEfy45yUbh2Rqf1EysCj9RTHHM,0;
1AENhCv5Zo77GxW1wr65A9LLYZmWsqF5ba,0;
14MqdiRLfYaucWvaU9sdcHBypJT1rce8Xo,7910.02179055;
1EFjbKFMhCLY3qXcQ9LiMiV7nR4SnejUPb,0;
1Q1Ba29pNSiUeGa6SNxuFDreS64FY5ZRSX,919.96382766;
13x1cMza4MBez4xvi2H7RyC4MCaM81Vhbo,0;
11R3b19nTP9z3hC4mNJqgqYS2ZtFW3C6h,312.15915512;
13fvKBv5oVGvyhhEuCjNLa5buqKfvqWVhv,376.19337508;
14AnaXoRzjnB3NBhumZnmcbaf4WErdsfnB,0;
1GyrXkdr7u6haxLhUcWUa3k825fYBomJjo,699.15721;
19goz7WBPBcWGzXvMsXFiJ4L7Td9fag3Hb,0;
121Qa8QUgBhfTkWefw9MJmFyuPjDvkzeDk,534.21244655;
18jjG7GwQxD4vkpzCiAtTrT1SQXnhV2kY6,308.30450504;
1FZEBuZsL6rtEDMjchVStPnwXJhFJ3CSwG,669.80277136;
1MMYCUX1iZFYTBuoxuPAS5uXE4r5RKVG5V,25.9916639;
1NgZ7MjHmVUuuy2Y4UMxDaVm4Me3TcNMpt,591.66416872;
19WNPV7zPBcbepzYpy41B6xZbhu4q2ZS9x,114.31319038;
1QFpVMmdVsq4YJMDjf5VAThq5n7shdE684,69.51758809;
177S2JSMESsVFWJPJrNeCppua33a1H4eer,0;
1LqiF3VKJzJsVfc5Q5K8Nqg7NRuiPPRynS,30.39773238;
1CAHZ6dzV7fGEYrfTMbRVHZrQ8ppm58stD,0;
17KPY5yMrMBCiMtLeVLxSXWVzx1UU3why6,604.9157799;
12wB8G4BsYtaGFwmmgpFYtVHgQhprDYv3Q,418.6965134;
1FtS3QDLgaxjGCWZ4nQoQdyRu7wZtr5Bfh,84.43094234;
1HvtPmBJbpq1nDJ6S8E86HrPaL5rRZdCET,2225.48432896;
1ArAdVTbyaRi1H86W4xbeaUp7k6XX8Xm2F,225.93285187;
17LJdr62eoNTjvKyHbPyC9KYjD2WH5hWpA,328.89713161;
1B6DAM28FNvo5Ah2CkP7tMfoKdfq4EnK12,102.89650431;
1AbCrjGtHQbbrBkBPc6dG2KG7XxpuxaV2c,18.18637043;
1A6Ksptc395tqichvitukNKqC5s8RgXdjz,0;
1KSqLLeUgBkTRyfwRYFtkyzQUqtZpUQC9Y,0;
13MfjA4mGDabCJhG9jHYDnBzfn384GbMGy,23.48033022;
1C9XnLhpqcF4qgtEms1s9U9f4PrUe56oCs,103.90345101;
1QFyLE79JgL2T8VFzzZtawUWY4kg6tWuwP,20.84830584;
1857hBiMiXHxFpMPE55rzNTyAd9k3Ka1ng,0;
18gM3DrivsLg9CeVB1FZKgyFZPWBxhxcLz,0.01376064;
15h5ndyCtGn8T41c5v8wfLQnU5QZchvCyw,572.95163759;
1NuX4mQV8XrenpmU9QMTiGCsXJLwvHv1mN,0;
19JS4XwrADDUmX8tYPXnoyYMBNoknt3xRp,322.6313;
1H99H8WRJD2yKAEJGYBskcrvvr7KpExskN,1001.27872448;
13aETnft9nUpbV8z6eynC7gANBBvpievA9,2184.89333869;
15HxL6HGKdXKrBdNAzkQwkWntxJKzmPdvJ,0.0141607;
19XtkBKsDvb1BBF4jeXMp9Ydo7rQ8iEuhJ,1.88947742;
1GAShuU6a4cZ9RxKDLa7taTXYGqGNPUwuG,0;
1JaH7LcPUzbJbGeaY1NjsJZmbVTM5AuEBg,23.82581239;
1KcVqHigj3brWVTKxGZ9g9bbGX723zy5R7,1803.75615313;
1KviMcymwXRzuFsGH3wdnGPvwqpJYP7AdJ,125.89570222;
1L6utqTdTwSbY4YyRHJo8xSxDWAAXc4fkD,0;
1Mq8deyTuiZGjfdqY6krkYFDZz4wSJkgQK,0;
1NXswrHmxtpu5iC4mizJUEZhoc4EpLTPed,1326.77229136;
12KpGjY8F23h6JEfgwtU6hJzisassBmoQa,2555.77595685;
1CNLgkMAPK3mJnxcSEWkeHiEwR3B3gBNkf,60.24521877;
1LhBhrWUAHd7LMk9kyco2LeZGFgmmHmaqZ,10.88389093;
16RL6gdwTDDTmjewaeWrygznjWhZtHoQjN,0.04749919;
1A9bHhHNd8E3XvUfCjeBnnTPmDy79uWm59,202.75439866;
1PE4HPEu1f4mnFotk7T98t5byRAMUhjA7m,0;
1GCeG2a5GRR7HF2cURTcXhAo8Gs3zzdTKJ,180.56424568;
1NkmkmMiFLAFyW3K1PLLkzZ1nFhZx4uhoJ,0.12931614;
1CyYnJXGghHKwiHv2LCpb9bsky83wuzqHU,0;
18aYjLTSBSYkgojfSJPMbh2S5e6SEmNmdX,978.94954382;
16QXg29T65bmKxbAK3mmhUJHMCvgQkVfan,0;
1KL4tmQLiE2YiNvkgYzgpT9YGq2EhQiga2,1.44735138;
1VXSthjNLcj6Q4CyHKnmzAfJffBcSRYVf,0;
1DshDUgyzTat4NWuLT9Z8V616zv5h24dSW,56.30235031;
16Ay1Y35AAAiJCsr4T2dL8nGjaLgkZh8Fk,1986.44831462;
17C5P1HLHoGb5LgNbDikpx8pSw354STkM6,16.9529725;
14egPhc9BxjDcynaoKkvsGe6wx4WPjXyJo,1152.71211836;
13LPaSEYw5g1Un59Z4sjvdAx625tCYi4uf,0;
